date_reg,type,maker,model,colour,fuel,state
2024-11-23,motorcar,Perodua,Bezza,silver,petrol,Sarawak
2024-04-15,motorcar,Perodua,Axia,silver,petrol,Johor
2024-11-04,motorcar,Toyota,Hilux,white,petrol,W.P. Kuala Lumpur
2024-05-25,motorcar,Toyota,Yaris,silver,petrol,W.P. Putrajaya
2024-09-26,motorcar,Proton,Saga,black,petrol,Pulau Pinang
2024-06-01,motorcar,Proton,X50,white,petrol,Johor
2024-06-27,motorcar,Nissan,X-Trail,grey,petrol,Selangor
2024-10-22,motorcar,Proton,X70,black,petrol,Sarawak
2024-07-05,motorcar,Honda,HR-V,silver,hybrid_petrol,Selangor
2024-12-18,motorcar,Perodua,Myvi,black,diesel,Pulau Pinang
2024-02-25,motorcar,Perodua,Bezza,black,petrol,Pulau Pinang
2024-04-09,motorcar,Perodua,Myvi,red,petrol,Selangor
2024-08-01,motorcar,Perodua,Bezza,silver,diesel,Pulau Pinang
2024-10-27,motorcar,Proton,Saga,white,petrol,Negeri Sembilan
2024-03-22,motorcar,Mazda,Mazda 3,white,petrol,Sarawak
2024-02-19,motorcar,Perodua,Myvi,grey,petrol,Kedah
2024-06-24,motorcar,Proton,X70,black,petrol,Selangor
2024-08-17,motorcar,Proton,Saga,white,petrol,Pahang
2024-04-02,motorcar,Perodua,Axia,silver,petrol,Pahang
2024-11-24,motorcar,Perodua,Myvi,black,petrol,Johor
2024-02-05,motorcar,Proton,X50,silver,petrol,Sabah
2024-03-26,motorcar,Tesla,Model Y,red,electric,Perak
2024-02-13,motorcar,Mazda,CX-5,black,petrol,Johor
2024-10-27,motorcar,Nissan,Almera,red,hybrid_petrol,Melaka
2024-05-05,motorcar,Perodua,Axia,white,hybrid_petrol,Sarawak
2024-07-11,motorcar,Perodua,Myvi,white,petrol,Pulau Pinang
2024-03-04,motorcar,Perodua,Myvi,black,petrol,Kedah
2024-07-22,motorcar,Honda,Civic,silver,petrol,Sarawak
2024-07-18,motorcar,Proton,X50,silver,petrol,W.P. Kuala Lumpur
2024-01-08,motorcar,Perodua,Bezza,white,petrol,Sarawak
2024-06-19,motorcar,Nissan,Almera,red,petrol,Pahang
2024-10-06,motorcar,Honda,Civic,red,petrol,Terengganu
2024-12-16,motorcar,Toyota,Hilux,red,petrol,Johor
2024-01-20,motorcar,Mazda,CX-5,red,petrol,Pahang
2024-06-14,motorcar,Proton,X50,grey,petrol,Sarawak
2024-09-22,motorcar,Perodua,Axia,white,petrol,Selangor
2024-05-26,motorcar,Honda,HR-V,black,petrol,Sabah
2024-01-12,motorcar,Proton,Saga,red,petrol,Selangor
2024-12-13,motorcar,Proton,X50,grey,petrol,Selangor
2024-12-15,motorcar,Proton,X50,grey,petrol,Johor
2024-03-06,motorcar,Mazda,CX-5,white,petrol,Selangor
2024-11-17,motorcar,Perodua,Myvi,white,petrol,Kedah
2024-11-15,motorcar,Perodua,Myvi,silver,petrol,Perak
2024-05-24,motorcar,Mazda,Mazda 3,white,petrol,Sarawak
2024-02-14,motorcar,Perodua,Axia,grey,petrol,Selangor
2024-05-08,motorcar,Proton,X50,silver,petrol,Sabah
2024-02-21,motorcar,Perodua,Bezza,red,diesel,Negeri Sembilan
2024-07-03,motorcar,Nissan,Almera,black,hybrid_petrol,Sarawak
2024-07-11,motorcar,Perodua,Myvi,silver,petrol,Johor
2024-03-13,motorcar,Perodua,Myvi,silver,petrol,Kedah
2024-11-21,motorcar,Proton,X50,black,diesel,Negeri Sembilan
2024-06-08,motorcar,Proton,X50,red,petrol,Sabah
2024-10-15,motorcar,Perodua,Bezza,white,diesel,Johor
2024-05-09,motorcar,BYD,Dolphin,silver,electric,Selangor
2024-09-05,motorcar,Honda,HR-V,white,petrol,Melaka
2024-04-14,motorcar,Perodua,Bezza,red,petrol,Terengganu
2024-04-03,motorcar,Honda,Civic,black,petrol,Selangor
2024-02-20,motorcar,Toyota,Hilux,red,petrol,Kelantan
2024-09-19,motorcar,Perodua,Bezza,silver,petrol,Sabah
2024-08-01,motorcar,Toyota,Hilux,black,petrol,Pahang
2024-12-04,motorcar,Mazda,Mazda 3,grey,petrol,Selangor
2024-12-15,motorcar,Perodua,Axia,white,petrol,Perak
2024-12-25,motorcar,Honda,Civic,red,petrol,Kelantan
2024-02-23,motorcar,Perodua,Axia,white,diesel,Perak
2024-07-20,motorcar,Perodua,Axia,silver,petrol,Sabah
2024-03-19,motorcar,Perodua,Bezza,grey,petrol,Kedah
2024-06-13,motorcar,Perodua,Myvi,white,petrol,Sabah
2024-09-23,motorcar,Perodua,Axia,red,petrol,W.P. Kuala Lumpur
2024-10-05,motorcar,Proton,X70,grey,petrol,Perak
2024-03-20,motorcar,Honda,HR-V,silver,petrol,W.P. Kuala Lumpur
2024-04-02,motorcar,Perodua,Bezza,white,hybrid_petrol,Perak
2024-12-11,motorcar,Perodua,Myvi,white,petrol,Perak
2024-11-08,motorcar,Honda,City,red,petrol,Sarawak
2024-04-15,motorcar,Toyota,Hilux,silver,petrol,Kedah
2024-07-26,motorcar,Perodua,Axia,silver,petrol,Sabah
2024-07-13,motorcar,Perodua,Axia,white,petrol,Kelantan
2024-12-23,motorcar,Toyota,Hilux,grey,petrol,Sabah
2024-06-16,motorcar,Nissan,Almera,silver,petrol,Melaka
2024-09-22,motorcar,Proton,X70,white,petrol,Pulau Pinang
2024-07-01,motorcar,Perodua,Axia,grey,petrol,Johor
2024-08-24,motorcar,Proton,Saga,black,petrol,Selangor
2024-12-17,motorcar,Toyota,Yaris,grey,petrol,W.P. Kuala Lumpur
2024-11-16,motorcar,Nissan,X-Trail,black,petrol,Perak
2024-02-25,motorcar,Honda,City,grey,petrol,Sabah
2024-08-02,motorcar,Toyota,Vios,grey,petrol,Kelantan
2024-07-06,motorcar,Proton,X70,black,petrol,W.P. Kuala Lumpur
2024-05-27,motorcar,Perodua,Bezza,silver,petrol,Sarawak
2024-10-19,motorcar,Mazda,Mazda 3,black,petrol,Kedah
2024-10-11,motorcar,Mazda,CX-5,red,petrol,Sabah
2024-02-11,motorcar,Toyota,Hilux,silver,petrol,Selangor
2024-11-01,motorcar,Mazda,Mazda 3,white,petrol,Kedah
2024-12-17,motorcar,Proton,X50,black,petrol,Sarawak
2024-09-10,motorcar,Proton,X70,grey,hybrid_petrol,Johor
2024-12-05,motorcar,Perodua,Axia,red,petrol,W.P. Kuala Lumpur
2024-08-27,motorcar,Perodua,Axia,white,petrol,Johor
2024-01-03,motorcar,Honda,HR-V,black,petrol,Selangor
2024-10-15,motorcar,Honda,HR-V,red,petrol,Kedah
2024-06-19,motorcar,Nissan,Almera,grey,petrol,W.P. Kuala Lumpur
2024-05-13,motorcar,Toyota,Hilux,red,petrol,Sabah
2024-10-05,motorcar,Nissan,X-Trail,black,petrol,Sabah
2024-07-17,motorcar,Perodua,Bezza,grey,petrol,Negeri Sembilan
2024-02-25,motorcar,Mazda,Mazda 3,silver,petrol,Perak
2024-01-02,motorcar,Proton,X70,red,petrol,Johor
2024-11-18,motorcar,Honda,HR-V,black,petrol,Kedah
2024-01-09,motorcar,Honda,City,silver,petrol,Kelantan
2024-05-25,motorcar,Perodua,Bezza,black,petrol,Pulau Pinang
2024-01-03,motorcar,Proton,Saga,silver,petrol,Johor
2024-02-26,motorcar,Perodua,Bezza,white,petrol,Negeri Sembilan
2024-11-05,motorcar,Honda,HR-V,white,petrol,Kelantan
2024-07-04,motorcar,Proton,X50,grey,petrol,Pulau Pinang
2024-12-21,motorcar,Perodua,Axia,white,petrol,Pulau Pinang
2024-03-12,motorcar,Proton,Saga,grey,diesel,Selangor
2024-10-16,motorcar,Perodua,Axia,black,petrol,Perak
2024-09-06,motorcar,Mazda,CX-5,black,petrol,Selangor
2024-06-25,motorcar,Perodua,Bezza,red,petrol,Negeri Sembilan
2024-03-26,motorcar,Honda,HR-V,silver,petrol,Selangor
2024-11-19,motorcar,Perodua,Bezza,white,diesel,Selangor
2024-05-25,motorcar,Honda,HR-V,silver,petrol,W.P. Kuala Lumpur
2024-07-07,motorcar,Proton,Saga,black,petrol,W.P. Kuala Lumpur
2024-05-08,motorcar,Proton,X70,silver,hybrid_petrol,Selangor
2024-01-27,motorcar,Perodua,Axia,silver,petrol,Selangor
2024-01-08,motorcar,Proton,X50,black,petrol,Sabah
2024-11-10,motorcar,Nissan,X-Trail,white,petrol,Johor
2024-02-21,motorcar,Perodua,Bezza,silver,hybrid_petrol,Selangor
2024-01-21,motorcar,Proton,X70,white,petrol,W.P. Kuala Lumpur
2024-01-05,motorcar,Honda,City,red,petrol,Sarawak
2024-05-14,motorcar,Toyota,Yaris,grey,petrol,Terengganu
2024-05-06,motorcar,Proton,X70,red,petrol,Perak
2024-02-02,motorcar,Toyota,Vios,black,petrol,Selangor
2024-06-15,motorcar,Perodua,Bezza,grey,petrol,Selangor
2024-02-22,motorcar,Proton,Saga,grey,petrol,Johor
2024-10-11,motorcar,Proton,Saga,grey,diesel,Sarawak
2024-05-09,motorcar,Toyota,Hilux,black,petrol,Selangor
2024-09-09,motorcar,Proton,X50,white,petrol,Selangor
2024-07-15,motorcar,Proton,X70,grey,petrol,Kelantan
2024-03-23,motorcar,Honda,HR-V,white,petrol,Terengganu
2024-03-26,motorcar,Perodua,Myvi,black,petrol,Pulau Pinang
2024-03-03,motorcar,Proton,X50,grey,petrol,Selangor
2024-09-03,motorcar,Proton,X50,red,diesel,Negeri Sembilan
2024-02-21,motorcar,Proton,X70,black,petrol,Sabah
2024-08-11,motorcar,Mazda,Mazda 3,silver,petrol,Selangor
2024-02-10,motorcar,Perodua,Axia,black,petrol,Johor
2024-01-25,motorcar,Honda,City,red,petrol,Selangor
2024-06-05,motorcar,Honda,Civic,black,petrol,Selangor
2024-05-25,motorcar,Perodua,Axia,black,petrol,Kedah
2024-06-04,motorcar,Proton,X50,silver,petrol,Perak
2024-05-26,motorcar,Toyota,Hilux,black,petrol,Perak
2024-06-22,motorcar,Honda,Civic,black,petrol,Selangor
2024-04-05,motorcar,Honda,HR-V,red,petrol,Kelantan
2024-09-24,motorcar,Perodua,Axia,grey,petrol,Selangor
2024-10-09,motorcar,Perodua,Bezza,red,petrol,Johor
2024-01-03,motorcar,Proton,X70,grey,petrol,Selangor
2024-05-02,motorcar,Toyota,Vios,grey,petrol,Terengganu
2024-01-10,motorcar,Proton,X50,grey,petrol,W.P. Kuala Lumpur
2024-12-11,motorcar,Toyota,Vios,red,diesel,Sabah
2024-11-08,motorcar,Honda,City,red,petrol,W.P. Kuala Lumpur
2024-07-13,motorcar,Proton,X50,red,petrol,Negeri Sembilan
2024-04-20,motorcar,Honda,HR-V,grey,petrol,Selangor
2024-05-10,motorcar,Honda,City,grey,petrol,Pulau Pinang
2024-08-11,motorcar,Perodua,Bezza,silver,petrol,Terengganu
2024-03-20,motorcar,Perodua,Myvi,grey,petrol,Pulau Pinang
2024-06-20,motorcar,Nissan,Almera,red,petrol,Kedah
2024-12-19,motorcar,Honda,HR-V,red,petrol,Selangor
2024-09-10,motorcar,Mazda,Mazda 3,red,diesel,Johor
2024-04-17,motorcar,Perodua,Bezza,red,petrol,Pahang
2024-06-14,motorcar,Perodua,Myvi,grey,petrol,Sarawak
2024-02-14,motorcar,Nissan,Almera,red,petrol,Perak
2024-02-22,motorcar,Proton,Saga,grey,petrol,Kedah
2024-11-09,motorcar,Proton,Saga,grey,diesel,Selangor
2024-03-21,motorcar,Nissan,X-Trail,red,petrol,Selangor
2024-08-03,motorcar,Proton,X50,black,diesel,Kedah
2024-04-19,motorcar,Perodua,Myvi,silver,petrol,Johor
2024-11-08,motorcar,Honda,City,black,petrol,Sarawak
2024-03-16,motorcar,Nissan,X-Trail,white,petrol,Johor
2024-06-04,motorcar,Perodua,Bezza,red,petrol,Selangor
2024-05-15,motorcar,Honda,HR-V,grey,petrol,Selangor
2024-11-08,motorcar,Honda,HR-V,silver,petrol,Pulau Pinang
2024-07-26,motorcar,Perodua,Axia,black,petrol,Negeri Sembilan
2024-01-18,motorcar,Honda,Civic,black,diesel,Negeri Sembilan
2024-09-13,motorcar,Toyota,Vios,red,petrol,Melaka
2024-06-21,motorcar,BYD,Dolphin,black,electric,Perlis
2024-09-25,motorcar,Toyota,Vios,red,diesel,Johor
2024-09-09,motorcar,Perodua,Myvi,black,diesel,Selangor
2024-01-21,motorcar,Perodua,Bezza,red,petrol,Sabah
2024-03-01,motorcar,Proton,X50,white,petrol,Selangor
2024-10-14,motorcar,Mazda,Mazda 3,white,petrol,Kedah
2024-08-23,motorcar,Perodua,Bezza,silver,petrol,Kedah
2024-01-08,motorcar,Proton,X50,grey,petrol,Kedah
2024-08-08,motorcar,Nissan,Almera,grey,petrol,Sarawak
2024-04-10,motorcar,Honda,City,silver,petrol,Johor
2024-11-20,motorcar,Perodua,Myvi,white,hybrid_petrol,Selangor
2024-01-19,motorcar,Honda,Civic,red,petrol,Selangor
2024-04-25,motorcar,Proton,X70,red,petrol,W.P. Kuala Lumpur
2024-01-24,motorcar,Proton,X50,red,diesel,Selangor
2024-05-22,motorcar,Proton,X50,white,petrol,Selangor
2024-05-09,motorcar,Proton,Saga,red,petrol,Sarawak
2024-04-20,motorcar,Proton,X70,red,hybrid_petrol,Kedah
2024-06-13,motorcar,Proton,Saga,silver,petrol,Johor
2024-02-03,motorcar,Perodua,Axia,white,petrol,Sabah
2024-01-21,motorcar,Perodua,Myvi,red,petrol,Terengganu
2024-06-04,motorcar,Toyota,Hilux,silver,petrol,Sabah
2024-04-04,motorcar,Proton,X50,red,petrol,Terengganu
2024-10-14,motorcar,Perodua,Axia,black,petrol,Selangor
2024-09-25,motorcar,Proton,X50,white,petrol,Selangor
2024-12-21,motorcar,Honda,City,red,petrol,Kedah
2024-02-12,motorcar,Perodua,Axia,white,petrol,Kedah
2024-10-18,motorcar,Nissan,X-Trail,black,diesel,Sarawak
2024-07-03,motorcar,Honda,Civic,silver,petrol,Perak
2024-11-23,motorcar,Proton,X50,white,petrol,Sabah
2024-01-25,motorcar,Honda,HR-V,grey,petrol,Sarawak
2024-05-20,motorcar,Toyota,Hilux,grey,petrol,Terengganu
2024-02-14,motorcar,Honda,Civic,white,petrol,Johor
2024-10-14,motorcar,Perodua,Axia,white,petrol,Negeri Sembilan
2024-08-25,motorcar,Honda,City,black,petrol,Kelantan
2024-02-15,motorcar,Nissan,X-Trail,grey,petrol,Negeri Sembilan
2024-08-05,motorcar,Proton,X50,grey,diesel,Selangor
2024-01-16,motorcar,Perodua,Bezza,red,petrol,Sabah
2024-08-22,motorcar,Toyota,Yaris,grey,petrol,Selangor
2024-09-07,motorcar,Proton,X50,white,petrol,Sarawak
2024-12-22,motorcar,Perodua,Axia,red,petrol,Selangor
2024-01-23,motorcar,Toyota,Yaris,black,petrol,Selangor
2024-09-16,motorcar,Perodua,Myvi,grey,petrol,Sabah
2024-07-25,motorcar,Honda,City,grey,petrol,Sabah
2024-01-06,motorcar,Proton,Saga,red,petrol,Sarawak
2024-01-14,motorcar,Perodua,Axia,white,petrol,Sarawak
2024-02-15,motorcar,Proton,X70,white,petrol,Johor
2024-03-09,motorcar,Nissan,X-Trail,black,petrol,Selangor
2024-11-04,motorcar,Perodua,Bezza,black,petrol,Selangor
2024-06-16,motorcar,Proton,X50,grey,petrol,Sarawak
2024-01-12,motorcar,MINI,Cooper SE,grey,electric,Kelantan
2024-01-14,motorcar,Toyota,Vios,black,petrol,Kedah
2024-03-23,motorcar,Honda,Civic,grey,petrol,Terengganu
2024-12-14,motorcar,Toyota,Yaris,white,petrol,Perak
2024-02-24,motorcar,Proton,X50,silver,petrol,Selangor
2024-09-05,motorcar,Proton,Saga,red,petrol,Sabah
2024-09-19,motorcar,Perodua,Bezza,silver,petrol,W.P. Kuala Lumpur
2024-03-23,motorcar,Proton,X70,silver,petrol,Kelantan
2024-08-05,motorcar,Perodua,Bezza,grey,petrol,Negeri Sembilan
2024-07-23,motorcar,Perodua,Axia,grey,hybrid_petrol,Johor
2024-04-14,motorcar,Perodua,Axia,silver,petrol,Perak
2024-01-04,motorcar,BYD,Seal,white,electric,Sabah
2024-05-03,motorcar,Proton,X70,white,petrol,Sabah
2024-04-19,motorcar,Mazda,CX-5,black,petrol,W.P. Kuala Lumpur
2024-01-09,motorcar,Nissan,X-Trail,grey,petrol,Kelantan
2024-03-11,motorcar,Proton,X50,white,petrol,Sarawak
2024-02-02,motorcar,Perodua,Myvi,white,petrol,Terengganu
2024-06-08,motorcar,Proton,X70,black,petrol,Melaka
2024-09-16,motorcar,Proton,X70,black,petrol,Sarawak
2024-09-25,motorcar,Perodua,Myvi,black,petrol,Kelantan
2024-12-17,motorcar,Honda,Civic,silver,petrol,Selangor
2024-08-02,motorcar,Proton,X70,black,petrol,W.P. Kuala Lumpur
2024-09-07,motorcar,Honda,Civic,silver,petrol,W.P. Kuala Lumpur
2024-05-04,motorcar,Tesla,Model Y,white,electric,Sabah
2024-07-14,motorcar,Perodua,Myvi,red,hybrid_petrol,Selangor
2024-04-07,motorcar,Mercedes-Benz,EQS,silver,electric,Selangor
2024-12-02,motorcar,Nissan,Almera,white,petrol,Perak
2024-05-11,motorcar,Perodua,Bezza,black,petrol,Sarawak
2024-07-11,motorcar,Toyota,Vios,grey,diesel,Johor
2024-01-13,motorcar,Perodua,Myvi,red,petrol,Sarawak
2024-09-13,motorcar,Mazda,Mazda 3,white,petrol,Sabah
2024-01-22,motorcar,Perodua,Axia,red,petrol,Kelantan
2024-01-08,motorcar,Perodua,Myvi,black,petrol,Selangor
2024-12-26,motorcar,Toyota,Vios,silver,petrol,Perak
2024-10-02,motorcar,Nissan,X-Trail,grey,petrol,Johor
2024-07-02,motorcar,Perodua,Axia,red,petrol,Selangor
2024-08-10,motorcar,Perodua,Axia,red,hybrid_petrol,W.P. Kuala Lumpur
2024-04-07,motorcar,BMW,iX3,red,electric,Selangor
2024-03-01,motorcar,Nissan,Almera,silver,diesel,Negeri Sembilan
2024-12-26,motorcar,Perodua,Axia,red,petrol,Sabah
2024-12-15,motorcar,Perodua,Axia,grey,diesel,Pahang
2024-08-22,motorcar,Perodua,Myvi,grey,petrol,Johor
2024-03-25,motorcar,Perodua,Myvi,black,petrol,Johor
2024-11-15,motorcar,Perodua,Myvi,white,petrol,Selangor
2024-02-27,motorcar,Nissan,Almera,white,petrol,Kedah
2024-04-21,motorcar,Perodua,Myvi,grey,diesel,Pahang
2024-08-04,motorcar,Perodua,Bezza,silver,petrol,W.P. Kuala Lumpur
2024-07-21,motorcar,Perodua,Axia,black,petrol,Sabah
2024-01-24,motorcar,Proton,X70,silver,petrol,Selangor
2024-09-22,motorcar,Nissan,X-Trail,red,petrol,Sabah
2024-09-23,motorcar,Perodua,Myvi,black,petrol,Selangor
2024-07-26,motorcar,Honda,HR-V,silver,petrol,Sarawak
2024-10-06,motorcar,Perodua,Bezza,red,petrol,Selangor
2024-12-14,motorcar,Toyota,Vios,white,petrol,W.P. Labuan
2024-05-15,motorcar,Perodua,Bezza,silver,petrol,Selangor
2024-02-20,motorcar,Proton,X50,grey,diesel,Perlis
2024-11-15,motorcar,Proton,X70,silver,hybrid_petrol,Sarawak
2024-10-17,motorcar,Toyota,Yaris,white,petrol,Kedah
2024-11-02,motorcar,Toyota,Vios,black,petrol,Sarawak
2024-12-03,motorcar,Proton,X50,black,petrol,Kelantan
2024-01-24,motorcar,Honda,HR-V,black,petrol,Pahang
2024-09-27,motorcar,Mazda,CX-5,silver,petrol,Selangor
2024-04-25,motorcar,Perodua,Axia,red,petrol,Sabah
2024-03-11,motorcar,Proton,X70,grey,petrol,Kelantan
2024-12-13,motorcar,Nissan,Almera,grey,petrol,Johor
2024-12-26,motorcar,Perodua,Axia,red,petrol,Selangor
2024-02-20,motorcar,Honda,City,black,petrol,Johor
2024-07-26,motorcar,Proton,Saga,white,petrol,Kedah
2024-07-07,motorcar,Honda,City,black,petrol,Selangor
2024-10-02,motorcar,Perodua,Bezza,silver,diesel,Negeri Sembilan
2024-04-24,motorcar,Proton,X70,white,petrol,Selangor
2024-02-16,motorcar,Proton,X50,silver,petrol,Negeri Sembilan
2024-07-06,motorcar,Perodua,Bezza,grey,petrol,Sabah
2024-05-26,motorcar,Toyota,Hilux,white,hybrid_petrol,Selangor
2024-11-05,motorcar,Perodua,Bezza,white,petrol,Kelantan
2024-08-21,motorcar,Perodua,Axia,black,petrol,Pulau Pinang
2024-03-07,motorcar,Mazda,Mazda 3,silver,hybrid_petrol,Pahang
2024-10-19,motorcar,Perodua,Axia,white,petrol,Kelantan
2024-05-15,motorcar,Perodua,Axia,red,diesel,Sarawak
2024-04-05,motorcar,Toyota,Hilux,grey,petrol,Johor
2024-10-11,motorcar,Toyota,Vios,red,petrol,Kedah
2024-06-04,motorcar,Nissan,X-Trail,white,petrol,Johor
2024-11-06,motorcar,Toyota,Yaris,white,petrol,Perak
2024-04-17,motorcar,Honda,City,white,petrol,Johor
2024-04-23,motorcar,Honda,Civic,black,petrol,Kelantan
2024-05-16,motorcar,Perodua,Axia,silver,petrol,Selangor
2024-03-24,motorcar,Perodua,Myvi,white,petrol,Sabah
2024-11-16,motorcar,Perodua,Axia,silver,diesel,Melaka
2024-02-15,motorcar,Proton,X50,red,diesel,Selangor
2024-08-18,motorcar,Toyota,Vios,grey,petrol,W.P. Kuala Lumpur
2024-12-20,motorcar,Honda,Civic,silver,petrol,Sarawak
2024-09-07,motorcar,Honda,Civic,white,petrol,Selangor
2024-04-24,motorcar,Honda,HR-V,grey,diesel,Terengganu
2024-12-22,motorcar,Perodua,Myvi,white,petrol,Perak
2024-06-01,motorcar,Proton,X70,white,petrol,Sabah
2024-04-14,motorcar,Perodua,Myvi,grey,petrol,Pahang
2024-10-10,motorcar,Nissan,Almera,black,petrol,Sarawak
2024-03-23,motorcar,Proton,Saga,red,petrol,Selangor
2024-10-03,motorcar,Proton,X50,white,petrol,Sabah
2024-02-14,motorcar,Proton,X70,black,petrol,Selangor
2024-05-17,motorcar,Proton,X50,white,hybrid_petrol,Selangor
2024-04-11,motorcar,Perodua,Axia,white,petrol,Kedah
2024-11-11,motorcar,Proton,X50,white,petrol,Selangor
2024-08-08,motorcar,Toyota,Hilux,white,petrol,W.P. Kuala Lumpur
2024-07-26,motorcar,Proton,X50,silver,petrol,Sabah
2024-02-23,motorcar,Nissan,X-Trail,black,petrol,W.P. Kuala Lumpur
2024-03-03,motorcar,Proton,Saga,black,petrol,Terengganu
2024-07-21,motorcar,Proton,X70,black,petrol,Pahang
2024-04-06,motorcar,Proton,X50,white,petrol,Sabah
2024-06-26,motorcar,Proton,X50,white,petrol,Selangor
2024-05-17,motorcar,Mazda,CX-5,silver,petrol,Selangor
2024-09-06,motorcar,Proton,X70,red,petrol,Perak
2024-05-11,motorcar,Proton,X70,white,hybrid_petrol,Johor
2024-02-19,motorcar,Toyota,Hilux,white,petrol,Selangor
2024-06-07,motorcar,Honda,HR-V,silver,petrol,Pahang
2024-04-01,motorcar,Perodua,Axia,white,petrol,Sarawak
2024-02-17,motorcar,Honda,HR-V,grey,diesel,Selangor
2024-12-27,motorcar,Perodua,Axia,silver,diesel,Perak
2024-04-04,motorcar,Mazda,Mazda 3,red,petrol,Kelantan
2024-01-27,motorcar,Perodua,Myvi,white,petrol,Perak
2024-07-14,motorcar,Honda,HR-V,grey,petrol,Sabah
2024-04-08,motorcar,Perodua,Bezza,grey,petrol,Johor
2024-09-21,motorcar,Toyota,Hilux,silver,diesel,W.P. Kuala Lumpur
2024-10-05,motorcar,Perodua,Bezza,black,petrol,Selangor
2024-08-12,motorcar,Proton,X50,red,petrol,Kelantan
2024-06-18,motorcar,Perodua,Myvi,red,petrol,Johor
2024-01-15,motorcar,Proton,X50,black,petrol,Selangor
2024-01-17,motorcar,Proton,X70,red,petrol,Kedah
2024-12-06,motorcar,Toyota,Yaris,white,petrol,Sabah
2024-08-22,motorcar,Perodua,Myvi,silver,petrol,Selangor
2024-08-12,motorcar,Toyota,Hilux,white,petrol,W.P. Kuala Lumpur
2024-07-19,motorcar,Perodua,Axia,red,petrol,W.P. Kuala Lumpur
2024-07-02,motorcar,Proton,X50,silver,petrol,Terengganu
2024-04-04,motorcar,Perodua,Bezza,black,petrol,Kelantan
2024-09-14,motorcar,Perodua,Myvi,red,petrol,Terengganu
2024-10-12,motorcar,Toyota,Yaris,red,petrol,Pulau Pinang
2024-07-19,motorcar,Proton,X50,grey,petrol,Johor
2024-09-08,motorcar,Perodua,Myvi,black,petrol,Selangor
2024-04-05,motorcar,Perodua,Axia,grey,petrol,Kedah
2024-07-25,motorcar,Perodua,Axia,white,petrol,Kelantan
2024-09-05,motorcar,Perodua,Bezza,red,petrol,Selangor
2024-04-04,motorcar,Mazda,CX-5,silver,petrol,Melaka
2024-10-02,motorcar,Proton,Saga,white,petrol,Sarawak
2024-11-21,motorcar,Perodua,Axia,grey,diesel,Selangor
2024-07-22,motorcar,Perodua,Bezza,silver,petrol,Johor
2024-07-05,motorcar,Perodua,Axia,grey,petrol,Selangor
2024-03-21,motorcar,Perodua,Myvi,white,petrol,Sarawak
2024-01-21,motorcar,Perodua,Myvi,white,petrol,Selangor
2024-03-20,motorcar,Perodua,Bezza,red,hybrid_petrol,Perak
2024-10-08,motorcar,Proton,Saga,white,petrol,W.P. Kuala Lumpur
2024-05-18,motorcar,Nissan,Almera,black,hybrid_petrol,Pulau Pinang
2024-04-27,motorcar,Nissan,Almera,silver,petrol,Sabah
2024-03-17,motorcar,Toyota,Hilux,grey,petrol,Selangor
2024-07-09,motorcar,Perodua,Bezza,black,petrol,Kelantan
2024-11-23,motorcar,Perodua,Bezza,grey,hybrid_petrol,Negeri Sembilan
2024-12-16,motorcar,Perodua,Axia,red,diesel,Kelantan
2024-10-09,motorcar,Honda,City,white,petrol,Sabah
2024-07-01,motorcar,Mazda,CX-5,grey,petrol,Selangor
2024-12-25,motorcar,Perodua,Axia,red,petrol,Selangor
2024-07-16,motorcar,Toyota,Vios,black,diesel,Johor
2024-06-10,motorcar,Mazda,CX-5,red,petrol,Johor
2024-06-27,motorcar,Honda,City,silver,petrol,Johor
2024-10-01,motorcar,Proton,X50,red,hybrid_petrol,Kelantan
2024-12-27,motorcar,BMW,i4,black,electric,Sarawak
2024-09-10,motorcar,Perodua,Bezza,white,petrol,Sarawak
2024-06-16,motorcar,Honda,City,black,petrol,Pahang
2024-01-07,motorcar,Toyota,Hilux,white,petrol,Sabah
2024-05-07,motorcar,Perodua,Bezza,black,petrol,Selangor
2024-10-17,motorcar,Proton,X50,white,diesel,Selangor
2024-02-11,motorcar,Perodua,Myvi,black,hybrid_petrol,Selangor
2024-12-17,motorcar,Proton,Saga,grey,petrol,Johor
2024-07-23,motorcar,Proton,Saga,silver,petrol,W.P. Kuala Lumpur
2024-08-10,motorcar,Perodua,Axia,silver,petrol,Johor
2024-11-08,motorcar,Perodua,Myvi,black,hybrid_petrol,Selangor
2024-12-18,motorcar,Hyundai,Ioniq 5,red,electric,Selangor
2024-09-25,motorcar,Nissan,Almera,red,petrol,Kedah
2024-08-15,motorcar,Toyota,Yaris,red,petrol,W.P. Kuala Lumpur
2024-09-15,motorcar,Proton,Saga,red,petrol,Sarawak
2024-07-27,motorcar,Mazda,Mazda 3,grey,petrol,Kedah
2024-01-09,motorcar,Perodua,Bezza,white,petrol,Perak
2024-05-21,motorcar,Nissan,X-Trail,grey,petrol,Kelantan
2024-08-10,motorcar,Perodua,Bezza,white,diesel,Selangor
2024-01-08,motorcar,Toyota,Hilux,white,petrol,Selangor
2024-08-07,motorcar,Perodua,Axia,white,petrol,Kedah
2024-02-27,motorcar,Mazda,Mazda 3,grey,petrol,Sabah
2024-11-20,motorcar,Toyota,Vios,white,petrol,Sarawak
2024-07-07,motorcar,Perodua,Axia,white,petrol,Sabah
